sentiment,en_text,ace_text,acehnese_pppl
neutral,"The man closes the sleeve of his companion, closes his eyes, and reveals the back of the book.","Ureueng nyan geutop lengan pendamping gobnyan, geutop mata, dan geubuka punggong buku.",37.12
neutral,folks gathered around to eat a meal before a big game against gray and white folks with boots.,ureung-ureung nyang meusapat untuk pajoh makanan sigohlom permainan rayeuk lawan ureung-ureung abu-abu dan puteh deungon sepatu bot.,76.58
neutral,bright white gaps between the bars are seen as they died down to the faintest hint of milk in the gap.,celah-celah puteh terang di antara bar-bar nyan deuh watee awaknyan matee u miyueb keu petunjuk susu nyang paleng leumoh lam celah nyan.,55.92
neutral,a person looking at the land that looks like it has an assessed value of and some discount on it seems to have seen it with some other people,sidroe ureung nyang kalon tanoh nyang deuh jih na nilai nyang dinilai dan padum-padum boh diskon ateuh deuh jih ka deuh ngon padum-padum droe ureung laen .,14.66
neutral,The boys are measuring out the huts to see if they can match up to the normal tuition payment and fees.,Aneuk agam nyan teungoh geu uko guha-guha nyan untuk geukaloen peue jeut geucocok ngon pembayaran kuliah dan biaya kuliah normal.,89.06
neutral,There are many different rocks which people share brushes with by the way,Na le that batee nyang meulaen-laen nyang dibagikan le ureung-ureung ngon cara .,46.53
neutral,I'm here for a short while because I found out I have a domain and various bars and other kinds of fish there too.,Lon disinoe siat kareuna lon teupeu lon na domain dan macam-macam bar dan macam-macam eungkot laen cit.,74.19
neutral,achenese in a high heeled shoes.,meusapat lam sipatu nyang that meu-ulang-ulang.,93.14
neutral,the man was going to follow up on his order to bring energy and security to the airport sacking the passengers as they came out of the airport in order to permit them to fly to work.,ureueng nyan keuneuk tindak lanjut keu peurintah gobnyan untuk jiba tenaga dan keamanan u bandara nyan geuguncang penumpang watee awak nyan teuka dari bandara dalam rangka geubi izin keu awak nyan untuk ji plueng keurija.,90.73
neutral,Someone says good evening to someone and is walking around the block carrying groceries in their pound bags.,Na nyang peugah malam nyang jroh keu sidroe-droe ureung dan teungoh jijak-jak bak blok nyang jiba barang-barang lam tas pon awak nyan.,81.76
neutral,i would refer to myself as the shell.,lon akan lon rujuk droe lon seubagoe cangkang.,52.37
neutral,The black bear is always round again and again on the circle.,Beruang itam nyan sabee bulat-bulat ateuh bulatan.,33.89
neutral,people chew cookies in the kitchen is part of transitions to a new culture.,ureueng-ureueng geukunyah kue di dapu nakeuh bagian dari transisi keu budaya baro.,50.37
neutral,There is a big bulge in the chest of the bull with some distinct markings but there is no significant wrinkle.,Na saboh benjolan rayeuk lam dada leumo deungon padum-padum boh tanda nyang beda tapi hana kerutan nyang signifikan.,46.2
neutral,"They folded the baby out of the cradle, steady the baby on the table and played some games together.","Awak nyan ji lipat aneuk miet nyan jiteubiet dari buai, mantap aneuk miet ateuh meja dan ji meu'en padum-padum boh pertandingan beusaban.",29.34
neutral,Some of them are able to juggle some of the responsibility for the chores or payments.,Na nyang jeuet ji juggle padum-padum boh tanggong jaweub ateuh tugaih-tugaih atawa pembayaran.,61.72
neutral,closed on some sides as a curly arrow is seen announcing the closed product on a column,ditutop bak padum-padum boh sisi seubagoe panah nyang kriting deuh geu umumkan produk nyang ka teutop bak saboh kolom .,99.64
neutral,these nuts may indicate the nuts committed a new nut for their event so far,kacang-kacangan nyoe mungken menunjukkan kacang-kacangan yang melakukan kacang baro untuk acara awaknyan seulama nyoe .,62.73
neutral,Two men walk in close co-operation while the man is writing their final papers and writing a report.,Dua droe ureung agam jak lam kerjasama toe watee ureung nyan teungoh geutuleh surat-surat akhe dan geutuleh laporan.,88.08
neutral,He is waking up in his bedroom getting ready to take a bath in Spanish and recording it for his personal computer.,Gobnyan teungoh geubeudôh lam kama gobnyan geupeusiap droe keu geujak manoe lam basa Spanyol dan geureukam keu komputer pribadi gobnyan.,30.47
neutral,A man is stroked in the water as he cleans up the flood waters in his premises.,Sidroe ureueng ji-ulang-ulang lam ie watee ji peugleh ie banjir lam teumpat jih.,65.27
neutral,our kitchen is a place where we chew culture is an opinion of ours,dapu geutanyoe nakeuh saboh teumpat takueh budaya nyan nakeuh saboh pendapat dari geutanyoe .,13.38
neutral,it's a soft glass with some dark colors and the words right now decided that crows will go,nyan kaca lembut deungon padum-padum boh warna gelap dan kata-kata jinoe ka geucok keputusan bahwa gagak akan geujak .,75.65
neutral,A red train moving through the gritty gray of a tunnel.,Saboh kereta mirah nyang meugrak rot abu-abu nyang meu-ulang-ulang nibak saboh terowongan.,29.77
neutral,"An empty coffee table in need of a desk, desk drawers and some wall painter pans donated from a corner.","Meja kupi kosong nyang peureulee meja, laci meja dan padum-padum boh kuali pelukis binteh nyang disumbang dari sagoe.",27.97
neutral,A woman sat up in her car after walking her broom and washing clothes as she went far and far away from the lady.,Sidroe ureung inong geuduek lam moto gobnyan lheuh geujak sapu dan geu rhah bajee watee gobnyan geujak jioh-jioh dari ureung inong.,15.11
neutral,people are on an alternate layout and method for the grocery store.,ureueng-ureueng na bak tata letak dan cara keu toko sembako.,47.48
neutral,flying the private third private jet is launched into the desert or the mountains.,peu-ék jet pribadi keu lheë pribadi njan djipeu-ék u padang pasir atawa gunong-gunong.,87.58
neutral,Someone brushes the paint off the rocks and shares a brush with the people.,Na nyang sikat cat dari batee-batee dan geubagi sikat ngon rakyat.,93.91
neutral,guests must pass through the rapids which must pass by the rum and goods on the plot,tamue wajeb lewat bak jeu-ru nyang wajeb lewat bak rum dan barang-barang bak plot .,53.66
neutral,"A young girl is scaling a tower of tincases at the bottom of the tower, while the man is listening to her.","Sidroe aneuk dara muda teungoh ji peuskala saboh meunara kaleng bak bagian miyueb meunara, seudangkan ureung agam nyan teungoh ji deungoe.",85.7
neutral,frogs and crickets are still continuing to settle in to their new home after several years in university.,cangguk dan kriket mantong sabe meu-ulang-ulang u rumoh baroe awaknyan lheuh padum-padum thon di universitas.,89.6
neutral,private spacecraft boosted its third spacecraft into orbit in the desert last week.,kapai luwa angkasa swasta geupeugot kapai angkasa keu lhee jeut keu orbit di padang pasir minggu baroe.,84.43
neutral,The man asked where did you live when you were young and a quiz was played outside including some outside profession.,Ureueng nyan geutanyong pat droeneuh tinggai watee droeneuh mantong muda dan sidroe kuis dipeumeuen di luwa termasuk padum-padum boh profesi di luwa.,56.41
neutral,The man swam to meet his boss at the river where he was panting and spare.,Ureueng nyan meu-ulang-ulang meurumpok ngon bos jih di krueng teumpat jih teungoh meu-ulang-ulang.,82.52
neutral,black and white Assamese tiger and white mule with dedication folds above us as we start our journey.,itam dan puteh harimau harimau dan mule puteh deungon lipatan dedikasi di ateuh kamoe watee tanyoe ta mulai perjalanan.,34.31
neutral,A couple of farmers on field in autumnal background with wooden boxes for chores and oranges for fruit harvested.,Padum-padum droe petani di lapangan lam latar musim gugur ngon kotak-kotak kayee keu tugaih-tugaih ngon jeruk keu boh kayee nyang ka geupanen.,14.16
neutral,"A doll, a log, shay in a shady woodland, smooth and textured with black shiz, why not?","Saboh boneka, saboh log, abu-abu lam uteun shady, mulus dan bertekstur ngon shiz itam, pakon hana?",72.93
neutral,She has been allowed to identify the calf in Sanskrit for her children,Gobnyan ka geubri izin untuk geuidentifikasi aneuk leumo lam Sanskerta keu aneuk-aneuk gobnyan .,18.06
neutral,The man lifts up an inventory of finished assembly and then a finished piece of a leather belt.,Ureueng nyan geu-angkèe saboh inventaris rakit nyang ka lheueh lheuh nyan saboh ikat pinggang kulét nyang ka lheueh.,21.2
neutral,I have been receiving a range of therapies via telephone and video phone call for several months and I am now on a monthly fee.,Lon ka lon teurimong rangkaian terapi melalui telepon dan video panggilan telepon padum-padum buleun dan lon jinoe na biaya buleun-buleun.,17.26
neutral,janitor hits a few of the jars of hygiene he just bought at a vegetable stall in the market last october,janitor jipoh padum-padum boh guci higiene nyang baroe jibloe bak warung sayuran di pasai oktober baroe .,48.94
neutral,moms need to read this article to determine if these resources are required by the essay or stock portfolio.,moms peureulee geubaca artikel nyoe untuk neuteupeu peu sumber daya nyoe dipeureulee le portofolio esai atawa saham.,67.4
neutral,A woman is baking a loaf while she watches her friend krio bake cookies.,Sidroe ureung inong teungoh geu panggang saboh ruti watee gobnyan geukaloen rakan gobnyan krio panggang kue.,62.74
neutral,the average evening temperature in autumn was estimated at a low of 10 ° c.,rata-rata suhu malam lam musim gugur diperkirakan 10 ° c.,13.78
neutral,he divided carrots among a handful each to add a bit of taste and spice and add the nutritional value of each variety.,gobnyan geubagi wortel di antara saboh jaroe maseng-maseng untuk geutamah bacut rasa dan bumbu dan geutamah nilai nutrisi tiep-tiep varietas.,26.98
neutral,a medium learns about the cultural customs and privileges he has been given to earn the respect of his siblings.,saboh media meurunoe teuntang adat istiadat budaya dan hak istimewa nyang ka geubri le gobnyan untuk meurumpok hormat keu syedara-syedara gobnyan.,38.06
neutral,The kid is talking inside a school uniform with some talkative pupils within it.,Aneuk miet nyan teungoh geupeugah haba lam seragam sikula ngon padum-padum droe aneuk murid peugah haba lam nyan.,17.41
neutral,A blue and white striped bracelet with different sections of Assamese lyrics and an orange section of the page with an Assam song,Saboh gleung belang-belang biru ngon puteh ngon bagian-bagian lirik Assam nyang beda ngon saboh bagian oren lam halaman ngon lagu Assam .,27.43
neutral,you can change the cellular functions and flesh like a miracle is in your head what do you want,kamoe jeut meu ubah fungsi seluler dan asoe lagee keajaiban na lam ulee droeneuh peu nyang droeneuh galak .,30.17
neutral,The carrot is now sliced in half and a piece of carrot and ginger are divided and combined.,Lagu nyan jinoe ka geukoh dua boh dan saboh boh wortel ngon jahe geubagi-bagi dan geugabong.,81.64
neutral,Someone crows softly over the facts while a soft smoky chook moves nearby.,Na nyang mahkota lembut ateuh fakta-fakta watee saboh pilem-pilem nyang leumoh meu-ulang-ulang nyang na di teumpat nyang toe.,23.34
neutral,She then rolled out on the concrete to find debris and wrote approval on beams inside.,Jih lheuh nyan ji gulong bak beton untuk ji mita putoh-putoh dan ji tuleh persetujuan bak balok-balok di dalam.,53.33
neutral,lizard raised in the sun and decaying in the shadow of the tree furthermore called by god in a temple and the other place of worship,kayée kayée nyang jiék lam mata uroe dan jipeuhina lam bayangan bak kayée nyan leubeh nibak nyang jikheun lé dewa lam saboh kuil dan teumpat nyang la'én jiseumah .,72.49
neutral,a box of laundry that contains crops and vegetables in a field with an earthquake.,saboh kotak cuci nyang na hase tanaman ngon sayuran lam ladang nyang na geumpa.,82.32
neutral,these are some of the criteria for oddly shaped caves in the middle of the island.,nyoe nakeuh padum-padum boh kriteria keu guha-guha nyang meubentuk aneh di teungoh pulo.,40.4
